IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
104.17.1.57,8443,443,true,SJC,North America,San Jose,19,12.88
104.22.37.164,8443,443,true,LAX,North America,Los Angeles,19,12.88
104.16.121.13,8443,443,true,SJC,North America,San Jose,19,12.88
104.21.101.36,8443,443,true,SJC,North America,San Jose,19,12.88
172.67.94.204,8443,443,true,LAX,North America,Los Angeles,19,12.88
104.16.241.98,8443,443,true,SJC,North America,San Jose,19,12.88
104.25.130.166,8443,443,true,SJC,North America,San Jose,19,12.88
104.16.120.69,8443,443,true,SJC,North America,San Jose,19,12.88
104.25.47.194,8443,443,true,LAX,North America,Los Angeles,19,12.88
104.24.199.84,8443,443,true,LAX,North America,Los Angeles,19,12.88
104.20.46.169,8443,443,true,LAX,North America,Los Angeles,19,12.88
104.16.119.223,8443,443,true,SJC,North America,San Jose,19,12.88
104.16.139.149,8443,443,true,FRA,Europe,Frankfurt,20,12.88
104.20.231.52,8443,443,true,LAX,North America,Los Angeles,20,12.88
104.16.232.171,8443,443,true,SJC,North America,San Jose,20,12.88
104.19.173.139,8443,443,true,SEA,North America,Seattle,20,12.88
104.25.227.237,8443,443,true,SJC,North America,San Jose,20,12.88
104.19.39.47,8443,443,true,SJC,North America,San Jose,20,12.88
104.24.178.31,8443,443,true,LAX,North America,Los Angeles,20,12.88
104.25.224.205,8443,443,true,SJC,North America,San Jose,20,12.88
104.16.138.64,8443,443,true,FRA,Europe,Frankfurt,20,12.88
104.16.81.51,8443,443,true,SJC,North America,San Jose,20,12.88
104.26.14.141,8443,443,true,SEA,North America,Seattle,20,12.88
104.19.251.222,8443,443,true,SJC,North America,San Jose,20,12.88
104.19.32.214,8443,443,true,LAX,North America,Los Angeles,20,12.88
104.24.150.137,8443,443,true,LAX,North America,Los Angeles,20,12.88
104.22.71.235,8443,443,true,LAX,North America,Los Angeles,20,12.88
104.25.44.44,8443,443,true,SJC,North America,San Jose,21,12.88
104.17.118.14,8443,443,true,SJC,North America,San Jose,21,12.88
104.24.253.147,8443,443,true,SJC,North America,San Jose,21,12.88
172.66.44.195,8443,443,true,SEA,North America,Seattle,21,12.88
104.19.49.163,8443,443,true,LAX,North America,Los Angeles,21,12.88
104.20.230.154,8443,443,true,LAX,North America,Los Angeles,21,12.88
104.24.134.143,8443,443,true,SJC,North America,San Jose,21,12.88
104.24.186.46,8443,443,true,LAX,North America,Los Angeles,21,12.88
104.20.229.45,8443,443,true,LAX,North America,Los Angeles,21,12.88
104.24.193.56,8443,443,true,LAX,North America,Los Angeles,21,12.88
104.16.246.135,8443,443,true,SJC,North America,San Jose,21,12.88
104.25.40.139,8443,443,true,LAX,North America,Los Angeles,21,12.88
104.17.7.98,8443,443,true,SJC,North America,San Jose,21,12.88
104.17.8.12,8443,443,true,SJC,North America,San Jose,21,12.88
104.25.158.208,8443,443,true,SJC,North America,San Jose,22,12.88
104.25.156.62,8443,443,true,LAX,North America,Los Angeles,22,12.88
172.66.40.255,8443,443,true,SEA,North America,Seattle,22,12.88
104.20.2.9,8443,443,true,SJC,North America,San Jose,22,12.88
104.23.111.11,8443,443,true,LAX,North America,Los Angeles,22,12.88
104.16.144.103,8443,443,true,SJC,North America,San Jose,22,12.88
104.20.1.226,8443,443,true,LAX,North America,Los Angeles,22,12.88
104.16.229.102,8443,443,true,SJC,North America,San Jose,23,12.88
104.16.133.213,8443,443,true,FRA,Europe,Frankfurt,23,12.88
104.16.201.42,8443,443,true,SJC,North America,San Jose,23,12.88
104.20.3.219,8443,443,true,LAX,North America,Los Angeles,23,12.88
104.16.142.36,8443,443,true,FRA,Europe,Frankfurt,23,12.88
104.16.143.217,8443,443,true,FRA,Europe,Frankfurt,23,12.88
104.20.0.119,8443,443,true,LAX,North America,Los Angeles,23,12.88
104.24.140.223,8443,443,true,SJC,North America,San Jose,23,12.88
104.27.79.193,8443,443,true,LAX,North America,Los Angeles,23,12.88
108.162.192.230,8443,443,true,LAX,North America,Los Angeles,23,12.88
104.18.64.148,8443,443,true,SEA,North America,Seattle,24,12.88
104.18.203.64,8443,443,true,SJC,North America,San Jose,24,12.88
104.27.68.152,8443,443,true,LAX,North America,Los Angeles,24,12.88
198.41.217.30,8443,443,true,LAX,North America,Los Angeles,24,12.88
104.27.77.17,8443,443,true,LAX,North America,Los Angeles,24,12.88
172.67.110.112,8443,443,true,LAX,North America,Los Angeles,24,12.88
104.18.198.46,8443,443,true,SJC,North America,San Jose,24,12.88
172.67.114.43,8443,443,true,LAX,North America,Los Angeles,24,12.88
108.162.193.53,8443,443,true,LAX,North America,Los Angeles,24,12.88
198.41.216.122,8443,443,true,LAX,North America,Los Angeles,24,12.88
104.19.21.47,8443,443,true,SJC,North America,San Jose,24,12.88
104.18.112.96,8443,443,true,FRA,Europe,Frankfurt,24,12.88
104.19.20.69,8443,443,true,SJC,North America,San Jose,24,12.88
104.23.113.154,8443,443,true,SJC,North America,San Jose,25,12.88
1.0.0.116,8443,443,true,LAX,North America,Los Angeles,25,12.88
1.1.1.200,8443,443,true,NRT,Asia Pacific,Tokyo,25,12.88
104.20.31.230,8443,443,true,LAX,North America,Los Angeles,25,12.88
104.24.68.221,8443,443,true,LAX,North America,Los Angeles,25,12.88
104.22.43.140,8443,443,true,LAX,North America,Los Angeles,26,12.88
172.67.202.205,8443,443,true,LAX,North America,Los Angeles,26,12.88
104.20.106.185,8443,443,true,LAX,North America,Los Angeles,26,12.88
104.22.42.166,8443,443,true,LAX,North America,Los Angeles,26,12.88
104.17.53.216,8443,443,true,SJC,North America,San Jose,26,12.88
104.27.27.78,8443,443,true,SJC,North America,San Jose,26,12.88
104.19.255.47,8443,443,true,SJC,North America,San Jose,27,12.88
172.67.47.0,8443,443,true,LAX,North America,Los Angeles,27,12.88
104.25.46.181,8443,443,true,LAX,North America,Los Angeles,27,12.88
104.25.109.168,8443,443,true,SJC,North America,San Jose,27,12.88
104.25.108.20,8443,443,true,SJC,North America,San Jose,27,12.88
104.20.28.105,8443,443,true,SJC,North America,San Jose,28,12.88
104.25.26.242,8443,443,true,SJC,North America,San Jose,28,12.88
104.18.201.139,8443,443,true,SJC,North America,San Jose,28,12.88
104.25.25.160,8443,443,true,LAX,North America,Los Angeles,28,12.88
104.20.171.50,8443,443,true,LAX,North America,Los Angeles,28,12.88
104.16.32.56,8443,443,true,SEA,North America,Seattle,28,12.88
104.16.37.2,8443,443,true,SEA,North America,Seattle,28,12.88
104.16.35.50,8443,443,true,SEA,North America,Seattle,28,12.88
104.16.28.223,8443,443,true,SJC,North America,San Jose,28,12.88
104.17.235.91,8443,443,true,SEA,North America,Seattle,28,12.88
104.20.142.133,8443,443,true,SJC,North America,San Jose,28,12.88
104.25.5.41,8443,443,true,LAX,North America,Los Angeles,29,12.88
104.16.24.203,8443,443,true,SJC,North America,San Jose,29,12.88
104.16.29.57,8443,443,true,SJC,North America,San Jose,29,12.88
104.16.27.57,8443,443,true,SJC,North America,San Jose,29,12.88
104.16.33.243,8443,443,true,SEA,North America,Seattle,29,12.88
104.16.19.77,8443,443,true,SJC,North America,San Jose,29,12.88
104.16.22.37,8443,443,true,SJC,North America,San Jose,30,12.88
104.16.20.175,8443,443,true,SJC,North America,San Jose,30,12.88
104.16.23.204,8443,443,true,SJC,North America,San Jose,30,12.88
104.16.21.46,8443,443,true,SJC,North America,San Jose,30,12.88
104.27.26.164,8443,443,true,LAX,North America,Los Angeles,30,12.88
104.16.30.66,8443,443,true,SJC,North America,San Jose,30,12.88
104.16.25.186,8443,443,true,SJC,North America,San Jose,30,12.88
104.21.211.81,8443,443,true,LAX,North America,Los Angeles,30,12.88
104.16.26.71,8443,443,true,SJC,North America,San Jose,30,12.88
104.18.219.57,8443,443,true,SJC,North America,San Jose,30,12.88
104.16.38.161,8443,443,true,SEA,North America,Seattle,30,12.88
104.16.40.149,8443,443,true,SEA,North America,Seattle,30,12.88
104.18.94.59,8443,443,true,HKG,Asia Pacific,Hong Kong,31,12.88
172.66.46.221,8443,443,true,SEA,North America,Seattle,31,12.88
104.17.0.206,8443,443,true,SJC,North America,San Jose,31,12.88
162.159.236.83,8443,443,true,LAX,North America,Los Angeles,31,12.88
104.24.73.237,8443,443,true,LAX,North America,Los Angeles,32,12.88
104.20.145.246,8443,443,true,LAX,North America,Los Angeles,32,12.88
104.20.223.213,8443,443,true,LAX,North America,Los Angeles,32,12.88
104.21.210.132,8443,443,true,PDX,North America,Portland,33,12.88
104.20.112.146,8443,443,true,LAX,North America,Los Angeles,33,12.88
104.19.80.217,8443,443,true,LAX,North America,Los Angeles,33,12.88
104.24.141.119,8443,443,true,SJC,North America,San Jose,34,12.88
172.66.43.119,8443,443,true,SEA,North America,Seattle,34,12.88
104.16.146.137,8443,443,true,SJC,North America,San Jose,35,12.88
104.16.145.210,8443,443,true,SJC,North America,San Jose,35,12.88
172.64.89.167,8443,443,true,LAX,North America,Los Angeles,35,12.88
172.65.190.188,8443,443,true,FRA,Europe,Frankfurt,37,12.88
104.26.8.211,8443,443,true,SEA,North America,Seattle,38,12.88
104.20.131.108,8443,443,true,LAX,North America,Los Angeles,39,12.88
104.25.50.122,8443,443,true,LAX,North America,Los Angeles,43,12.88
104.20.139.216,8443,443,true,LAX,North America,Los Angeles,44,12.88
104.23.99.135,8443,443,true,LAX,North America,Los Angeles,46,12.88

